Journal Title,ISSN,ESSN,RoMEO Record ID,Updated
"Advanced Materials",0935-9648,1521-4095,79,2013-07-30
"Advanced Materials Interfaces",,2196-7350,580,2014-06-24
"Advanced Materials Research",1022-6680,,303,2013-08-12
"Advanced Modeling and Simulation in Engineering Sciences",2213-7467,,948,2013-03-07
"Advanced Optical Materials",,2195-1071,2050,2014-08-11
"Advanced Optical Technologies",2192-8584,,414,2014-04-01
"Advanced Performance Materials",0929-1881,1572-8765,74,2014-05-16
"Advanced Powder Technology",0921-8831,1568-5527,154,2014-10-27
"Advanced Robotics",0169-1864,1568-5535,1141,2014-03-26
"Advanced Studies in Biology",,1313-9495,1837,2014-05-15
"Advanced Studies in Medical Sciences",,2367-4806,1837,2014-05-15
"Advanced Synthesis and Catalysis",1615-4150,1615-4169,79,2013-07-30
"Advanced Technology for Learning",1710-2251,,483,2010-07-26
"Advancements in Genetic Engineering",,2169-0111,672,2014-10-02
"Advances",1470-3556,,335,2010-09-08
"Advances and Applications in Bioinformatics and Chemistry",1178-6949,,407,2014-01-30
"Advances in Accounting",0882-6110,,30,2014-05-16
"Advances in Acoustics and Vibration",1687-6261,1687-627X,100,2013-03-20
"Advances in Adaptive Data Analysis",1793-5369,1793-7175,155,2014-10-29
"Advances in Aging Research",2169-0499,2169-0502,1018,2013-11-15
"Advances in Alzheimer's Disease",2169-2459,2169-2467,1018,2013-11-15
"Advances in Analytical Chemistry",2163-1557,2163-1565,1326,2012-09-04
"Advances in Anatomic Pathology",1072-4109,1533-4031,48,2013-10-23
"Advances in Anesthesia",0737-6146,,30,2014-05-16
"Advances in Animal Biosciences",2040-4700,2040-4719,2129,2014-10-09
"Advances in Applied Biomedicine",2305-1604,,1007,2013-06-17
"Advances in Applied Ceramics",1743-6753,1743-6761,121,2014-01-22
"Advances in Applied Clifford Algebras",0188-7009,1661-4909,74,2014-05-16
"Advances in Applied Mathematics",2324-7991,2324-8009,1326,2012-11-14
"Advances in Applied Probability",0001-8678,,385,2010-08-23
"Advances in Applied Sociology",2165-4328,2165-4336,1018,2013-11-15
"Advances in Artificial Intelligence",1687-7470,1687-7489,100,2013-03-20
"Advances in Artificial Neural Systems",1687-7594,1687-7608,100,2013-03-20
"Advances in Astronomy",1687-7969,1687-7977,100,2013-03-20
"Advances in Atmospheric Sciences",0256-1530,1861-9533,74,2014-08-28
"Advances in Automobile Engineering",,2167-7670,672,2014-10-02
"Advances in Bioinformatics",1687-8027,1687-8035,100,2013-03-20
"Advances in Biological Regulation",,2212-4926,30,2014-05-16
"Advances in Bioscience and Bioengineering",,2201-8336,1928,2014-05-22
"Advances in Bioscience and Biotechnology",2156-8456,2156-8502,1018,2013-11-15
"Advances in Bioscience and Clinical Medicine",,2203-1413,1813,2014-03-13
"Advances in Breast Cancer Research",2168-1589,2168-1597,1018,2013-11-15
"Advances in Building Energy Research",1751-2549,1756-2201,1141,2014-03-26
"Advances in Calculus of Variations",1864-8258,1864-8266,414,2014-04-01
"Advances in Cell Biology",,2080-2218,1851,2014-04-10
"Advances in Cement Research",0951-7197,1751-7605,406,2014-04-15
"Advances in Chemical Engineering and Science",2160-0392,2160-0406,1018,2013-11-15
"Advances in Chemical Physics",0065-2385,1934-4791,1499,2014-03-18
"Advances in Chemistry",0065-2393,,4,2014-08-07
"Advances in Chronic Kidney Disease",1548-5595,,985,2014-01-07
"Advances in Civil Engineering",1687-8086,1687-8094,100,2013-03-20
"Advances in Clinical Medicine",2161-8712,2161-8720,1326,2012-09-04
"Advances in Clinical Neuroscience and Rehabilitation",1473-9348,,339,2010-08-02
"Advances in Colloid and Interface Science",0001-8686,,30,2014-05-16
"Advances in Complex Systems",0219-5259,1793-6802,155,2014-10-29
"Advances in Computational Mathematics",1019-7168,1572-9044,74,2014-08-28
"Advances in Computational Research",0975-3273,0975-9085,994,2013-08-09
"Advances in Computed Tomography",2169-2475,2169-2483,1018,2013-11-15
"Advances In Computers",0065-2458,,30,2014-05-16
"Advances in Condensed Matter Physics",2326-3512,2326-3520,1326,2013-03-06
"Advances in Contraception",0267-4874,1573-7195,74,2014-05-16
"Advances in Data Analysis and Classification",1862-5347,1862-5355,74,2014-08-28
"Advances in Decision Sciences",2090-3359,2090-3367,100,2013-03-20
"Advances in Developing Human Resources",1523-4223,1552-3055,65,2013-03-11
"Advances in Difference Equations",1687-1839,1687-1847,948,2013-03-07
"Advances in Differential Equations",1079-9389,,734,2014-02-25
"Advances in Dual Diagnosis",1757-0972,2042-8324,31,2014-08-28
"Advances in Eating Disorders: Theory, Research and Practice",2166-2630,2166-2649,1139,2014-03-26
"Advances in Education",2160-729X,2160-7303,1326,2012-09-04
"Advances in Electrochemical Science and Engineering",0938-5193,,79,2013-05-23
"Advances in Engineering Education",1941-1766,,640,2010-11-09
"Advances in Engineering Software",0965-9978,,30,2014-05-16
"Advances in Environmental Protection",2164-5485,2164-5493,1326,2012-09-04
"Advances in Enzyme Regulation",0065-2571,,30,2014-05-16
"Advances in Enzymology and Related Areas of Molecular Biology",,1934-4694,1499,2014-03-18
"Advances in Fuzzy Systems",1687-7101,1687-711X,100,2013-03-20
"Advances in Gene, Molecular and Cell Therapy",1749-0448,,480,2014-09-16
"Advances in Genetic Engineering and Biotechnology",,2324-9021,672,2014-10-02
"Advances in Genomics and Genetics",1179-9870,1179-9870,407,2014-01-30
"Advances in Geometry",1615-715X,1615-7168,414,2014-04-01
"Advances in Geosciences",2163-3967,2163-3975,1326,2012-09-04
"Advances in Gerontology",2079-0570,2079-0589,141,2012-07-24
"Advances in Health Sciences Education",1382-4996,1573-1677,74,2014-08-28
"Advances in Heart and Lung Transplantation",1930-2134,,30,2014-05-16
"Advances in Hematology",1687-9104,1687-9112,100,2013-03-20
"Advances in High Energy Physics",1687-7357,1687-7365,100,2013-03-20
"Advances in Horticultural Science",0394-6169,1592-1573,1933,2014-05-22
"Advances in Hospitality and Tourism Research",,2147-9100,1684,2013-10-17
"Advances in Human-Computer Interaction",1687-5893,1687-5907,100,2013-03-20
"Advances in Imaging and Electron Physics",1076-5670,,30,2014-05-16
"Advances in Information Mining",0975-3265,0975-9093,994,2013-08-09
"Advances in Integrative Omics and Applied Biotechnology",,2213-0802,948,2013-03-07
"Advances in Internet of Things",2161-6817,2161-6825,1018,2013-11-15
"Advances in Language and Literary Studies",,2203-4714,1813,2014-03-13
"Advances in Librarianship",0065-2830,,31,2014-05-02
"Advances in Life Course Research",1040-2608,,30,2014-05-16
"Advances in Linear Algebra and Matrix Theory",2165-333X,2165-3348,1018,2013-11-15
"Advances in Lung Cancer",2169-2718,2169-2726,1018,2013-11-15
"Advances in Manufacturing Science and Technology",,2300-2565,1851,2014-04-10
"Advances in Materials Science",,2083-4799,1851,2014-04-10
"Advances in Materials Science and Engineering",1687-8434,1687-8442,100,2013-03-20
"Advances in Mathematical Physics",1687-9120,1687-9139,100,2013-03-20
"Advances in Mathematics",0001-8708,,30,2014-05-16
"Advances in Mathematics of Communications",1930-5346,1930-5338,477,2014-10-02
"Advances in Mechanical Engineering",1687-8132,1687-8140,100,2013-03-20
"Advances in Medical Education and Practice",,1179-7258,407,2014-01-30
"Advances in Medical Informatics",2249-9466,2249-9474,994,2013-08-09
"Advances in Medical Sciences",,1898-4002,1851,2014-04-10
"Advances in Mental Health",1837-4905,,553,2012-03-02
"Advances in Mental Health and Intellectual Disabilities",2044-1282,2044-1290,31,2014-09-15
"Advances in Mental Health and Learning Disabilities",1753-0180,,31,2014-09-15
"Advances in Meteorology",1687-9309,1687-9317,100,2013-03-20
"Advances in Microbiology",2327-0810,2327-0829,1326,2013-03-06
"Advances in Molecular Imaging",2161-6728,2161-6752,1018,2013-11-15
"Advances in Multimedia",1687-5680,1687-5699,100,2013-03-20
"Advances in Nanoparticles",2169-0510,2169-0529,1018,2013-11-15
"Advances in Natural Sciences: Nanoscience and Nanotechnology",2043-6254,2043-6262,1275,2013-03-21
"Advances in Neonatal Care",1536-0903,1536-0911,48,2013-10-23
"Advances in Neuroimmune Biology",1878-948X,,44,2013-05-14
"Advances in Nonlinear Analysis",2191-950X,,414,2014-04-01
"Advances in Nonlinear Optics",1687-7276,1687-7284,100,2013-03-20
"Advances in Numerical Analysis",1687-9562,1687-9570,100,2013-03-20
"Advances in Nursing Science",0161-9268,1550-5014,48,2013-10-23
"Advances in Nutrition",,2156-5376,200,2014-10-10
"Advances in Oceanography and Limnology",1947-5721,1947-573X,1141,2014-03-26
"Advances in Operations Research",1687-9147,1687-9155,100,2013-03-20
"Advances in Ophthalmology and Vision Science",,2043-7331,580,2014-03-18
"Advances in Optical Technologies",1687-6393,1687-6407,100,2013-03-20
"Advances in Optics and Photonics",1943-8206,,108,2014-09-08
"Advances in OptoElectronics",1687-563X,1687-5648,100,2013-03-20
"Advances in Orthopedics",,2090-3472,100,2013-03-20
"Advances in Pediatrics",0065-3101,,30,2014-05-16
"Advances in Pharmacoepidemiology and Drug Safety",,2167-1052,672,2014-10-02
"Advances in Pharmacological Sciences",1687-6334,1687-6342,100,2013-03-20
"Advances in Philosophy",2169-2599,2169-2602,1326,2012-09-04
"Advances in Photochemistry",,1934-4570,1499,2014-03-18
"Advances in Physical Chemistry",1687-7985,1687-7993,100,2013-03-20
"Advances in Physics",0001-8732,1460-6976,1141,2014-03-26
"Advances in Physiology Education",1043-4046,1522-1229,11,2014-06-09
"Advances in Physiotherapy",1403-8196,1651-1948,348,2013-10-29
"Advances in Polymer Technology",0730-6679,1098-2329,2050,2014-08-11
"Advances in Porous Flow",2164-5639,2164-5663,1326,2012-09-04
"Advances in Power Electronics",2090-181X,2090-1828,100,2013-03-20
"Advances in Preventive Medicine",,2090-3499,100,2013-03-20
"Advances in Psychiatric Treatment",1355-5146,1472-1481,139,2014-01-21
"Advances in Psychology",2160-7273,2160-7281,1326,2012-09-04
"Advances in Pure and Applied Mathematics",1867-1152,1869-6090,414,2014-04-01
"Advances in Pure Mathematics",2160-0368,2160-0384,1018,2013-11-15
"Advances in Radio Science",1684-9965,1684-9973,215,2014-06-27
"Advances in Rehabilitation",,1734-4948,1851,2014-04-10
"Advances in Remote Sensing",2169-267X,2169-2688,1018,2013-11-15
"Advances in Robotics and Automation",,2168-9695,672,2014-10-02
"Advances in School Mental Health Promotion",1754-730X,,1139,2014-03-26
"Advances in Science and Research",1992-0628,1992-0636,215,2014-06-27
"Advances in Science and Technology",1662-8969,,303,2013-08-12
"Advances in Skin and Wound Care",1527-7941,1538-8654,48,2013-10-23
"Advances in Small Animal Medicine and Surgery",1041-7826,,985,2014-01-07
"Advances in Social Sciences",2169-2556,2169-2564,1326,2012-09-04
"Advances in Software Engineering",1687-8655,1687-8663,100,2013-03-20
"Advances in Space Research",0273-1177,,30,2014-05-16
"Advances in Structural Engineering",1369-4332,,144,2014-03-18
"Advances in Surgery",0065-3411,,30,2014-05-16
"Advances in Sustainable Petroleum Engineering Science",,1937-7991,1800,2014-03-06
"Advances in Synchrotron Radiation",1793-6179,1793-7124,155,2014-10-29
"Advances in the Astronautical Sciences",0065-3438,,767,2010-08-18
"Advances in the History of Rhetoric",1536-2426,1936-0835,1140,2014-03-26
"Advances in Theoretical and Mathematical Physics",1095-0761,1095-0753,101,2010-09-03
"Advances in Therapy",0741-238X,1865-8652,74,2014-08-28
"Advances in Tribology",1687-5915,1687-5923,100,2013-03-20
"Advances in Tumor Virology",,1179-5654,163,2014-07-22
"Advances in Urology",1687-6369,1687-6377,100,2013-03-20
"Advances in Vascular Surgery",1069-7292,,30,2014-05-16
"Advances in Virology",1687-8639,1687-8647,100,2013-03-20
"Advances in Water Resources",0309-1708,,30,2014-05-16
"Advbances in the Theoretical and Applied Mechanics",,1313-6550,1837,2014-05-15
"Adverse Drug Reaction Bulletin",0044-6394,,48,2013-10-23
"Adverse Reactions Titles (Section 38 EMBASE)",0001-8848,,30,2014-05-16
"Aedon",,1127-1345,1205,2012-03-15
"Aegean Review of the Law of the Sea and Maritime Law",1864-9610,1864-9629,74,2014-05-16
"Aeolian Research",1875-9637,,30,2014-05-16
"Aequationes Mathematicae",0001-9054,1420-8903,74,2014-08-28
"Aerobiologia",0393-5965,1573-3025,74,2014-08-28
"Aerosol Science and Technology",0278-6826,1521-7388,1141,2014-03-26
"Aerospace",,2226-4310,487,2013-06-21
"Aerospace Science and Technology",1270-9638,,30,2014-05-16
"Aesthetic Plastic Surgery",0364-216X,1432-5241,74,2014-08-28
"Aesthetic Surgery Journal",1090-820X,1527-330X,65,2013-03-11
"Aesthetische Zahnmedizin",1434-6087,,30,2014-05-16
"Aestimum e Pubblicazioni Ce.S.E.T.",1592-6117,1724-2118,1932,2014-05-22
"AEÜ - International Journal of Electronics and Communications",1434-8411,,30,2014-05-16
"Affilia",0886-1099,1552-3020,65,2013-03-11
"Affiliate",0360-5485,,632,2011-08-12
"AFinLAn vuosikirja",0781-030X,,1835,2014-03-31
"Africa",0001-9720,1750-0184,2128,2014-10-07
"Africa Bibliography",0266-6731,1757-1642,2130,2014-10-09
"Africa Confidential",0044-6483,1467-6338,1499,2014-03-18
"Africa Education Review",1814-6627,1753-5921,1600,2014-03-26
"Africa Research Bulletin: Economic, Financial and Technical Series",0001-9852,1467-6346,2081,2014-08-28
"Africa Research Bulletin: Political, Social and Cultural Series",0001-9844,1467-825X,2081,2014-08-28
"Africa Review",0974-4053,0974-4061,1140,2014-03-26
"Africa Spectrum",1868-6869,,643,2010-09-08
"Africa Today",0001-9887,1527-1978,305,2011-01-26
"Africa Yearbook: Politics, Economy and Society south of the Sahara",1871-2525,,643,2014-09-26
"African Affairs",0001-9909,1468-2621,1480,2013-03-26
"African American Review",1062-4783,1945-6182,96,2014-02-03
"African and Asian Studies",1569-2094,1569-2108,154,2014-08-18
"African and Black Diaspora",1752-8631,1752-864X,1140,2014-03-26
"African Archaeological Review",0263-0338,1572-9842,74,2014-05-16
"African Arts",0001-9933,1937-2108,1124,2013-05-23
"African Book Publishing Record",0306-0322,1865-8717,414,2014-04-01
"African Central Government Debt",2222-9558,2222-9566,725,2014-08-19
"African Conflict and Peacebuilding Review",2156-695X,2156-7263,305,2011-01-26
"African Development Review",1017-6772,1467-8268,2052,2014-08-28
"African Diaspora",1872-5457,1872-5465,154,2014-08-18
"African Economic Outlook",1995-3909,1999-1029,725,2011-02-02
"African Geographical Review",1937-6812,2163-2642,1140,2014-03-26
"African Historical Review",1753-2523,1753-2531,1600,2014-03-26
"African Identities",1472-5843,1472-5851,1140,2014-03-26
"African Invertebrates",1681-5556,,1039,2011-09-08
"African Journal of Accounting, Auditing and Finance",2046-8083,2046-8091,148,2014-10-13
"African Journal of Agricultural Research",1991-637X,,213,2014-10-16
"African Journal of AIDS Research",1608-5906,1727-9445,568,2014-09-15
"African Journal of Aquatic Science",1608-5914,1727-9364,1141,2014-09-15
"African Journal of Business Ethics",1817-7417,0976-3600,89,2014-08-26
"African Journal of Business Management",1990-3839,,213,2014-10-16
"African Journal of Criminology and Justice Studies",1554-3897,,727,2013-01-29
"African Journal of Disability",2223-9170,,971,2011-10-24
"African Journal of Ecology",0141-6707,1365-2028,2050,2014-08-28
"African Journal of Economic and Management Studies",2040-0705,,31,2014-09-15
"African Journal of Economic and Sustainable Development",2046-4770,2046-4789,148,2014-10-13
"African Journal of Emergency Medicine",2211-419X,,30,2014-05-16
"African Journal of Food Science",1996-0794,,213,2014-10-16
"African Journal of Health Professions Education",2078-5127,,590,2014-07-09
"African Journal of Herpetology",2156-4574,2153-3660,1605,2014-03-26
"African Journal of International and Comparative Law",0954-8890,1755-1609,266,2014-06-16
"African Journal of Laboratory Medicine",2225-2002,2225-2010,971,2012-02-14
"African Journal of Legal Studies",2210-9730,1708-7384,154,2014-03-18
"African Journal of Marine Science",1814-232X,1814-2338,568,2014-09-15
"African Journal of Mathematics and Computer Science Research",2006-9731,,213,2014-10-16
"African Journal of Microbiology Research",1996-0808,,213,2014-10-16
"African Journal of Midwifery and Women's Health",1759-7374,,621,2014-08-20
"African Journal of Paediatric Surgery",0189-6725,0974-5998,89,2014-08-26
"African Journal of Plant Science",1996-0824,,213,2014-10-16
"African Journal of Plant Science and Biotechnology",1752-3931,,480,2014-09-16
"African Journal of Primary Health Care and Family Medicine",2071-2928,2071-2936,971,2011-03-10
"African Journal of Pure and Applied Chemistry",1996-0840,,213,2014-10-16
"African Journal of Range and Forage Science",1022-0119,1727-9380,568,2014-09-15
"African Journal of Research in Mathematics, Science and Technology Education",1028-8457,1811-7295,1139,2014-03-26
"African Journal of Science and Technology",1607-9949,,386,2010-07-26
"African Journal of Science, Technology, Innovation and Development",2042-1338,2042-1346,2091,2014-09-15
"African Journal of Urology",1110-5704,1961-9987,30,2014-05-16
"African Security",1939-2206,1939-2214,1140,2014-03-26
"African Security Review",1024-6029,,1600,2014-03-26
"African Studies",0002-0184,1469-2872,1140,2014-03-26
"African Studies Quarterly",,2152-2448,1664,2013-09-25
"African Studies Review",0002-0206,1555-2462,2130,2014-10-09
"African Yearbook of International Law Online",1380-7412,2211-6176,154,2014-03-18
"African Yearbook on International Humanitarian Law",1997-8391,,1900,2014-05-01
"African Zoology",1562-7020,2224-073X,1139,2014-09-15
"Africana Studia",0874-2375,,904,2011-03-18
"Afrika Matematica",1012-9405,2190-7668,74,2014-08-28
"Afrika Zamani",0850-3079,,322,2011-08-12
"Afrique et développement",0850-3907,,322,2011-08-12
"Afro-Asian Journal of Finance and Accounting",1751-6447,1751-6455,148,2014-10-13
"Afterall: A Journal of Art, Context, and Enquiry",1465-4253,,77,2014-02-24
"AGE",0161-9152,1574-4647,74,2014-08-28
"Age and Ageing",0002-0729,1468-2834,1532,2013-04-22
"Ageing and Society",0144-686X,1469-1779,2128,2014-10-07
"Ageing International",0163-5158,1936-606X,74,2014-05-16
"Ageing Research",,2036-7376,644,2013-08-07
"Ageing Research Reviews",1568-1637,,265,2013-05-03
"Agenda",1013-0950,2158-978X,1600,2014-03-26
"Aggiornamenti CIO",,1970-6847,74,2014-05-16
"Aggiornamento Medico",0392-3002,1720-8300,952,2011-02-15
"Aggression and Violent Behavior",1359-1789,,265,2013-05-03
"Aggressive Behavior",0096-140X,1098-2337,2050,2014-08-28
"Aging",,1945-4589,1676,2013-10-10
"Aging and Mental Health",1360-7863,1364-6915,1139,2014-03-26
"Aging Cell",1474-9718,1474-9726,1032,2013-02-25
"Aging Clinical and Experimental Research",1594-0667,1720-8319,952,2014-08-27
"Aging Health",1745-509X,1745-5103,420,2013-09-12
"Aging Male",1368-5538,1473-0790,348,2013-10-29
"Aging, Neuropsychology and Cognition",1382-5585,1744-4128,1139,2014-03-26
"Ágora. Estudos Clássicos em Debate",0874-5498,,1050,2011-10-06
"Agrarian South: Journal of Political Economy",2277-9760,2321-0281,65,2013-06-05
"Agrekon",0303-1853,2078-0400,1600,2014-03-26
"Agri Centuriati, An International Journal of Landscape Archaeology",1724-904X,1825-1277,774,2013-02-28
